"SMITH, SIR DENIS NAY",DOCTOR DREDD
"SMITH, SIR DENIS NAY","RESTON, CLIVE"
"SMITH, SIR DENIS NAY","WU, LEIKO"
"SMITH, SIR DENIS NAY","ROM, SPACEKNIGHT"
"SMITH, SIR DENIS NAY","TARR, BLACK JACK"
"TARR, BLACK JACK",SHANG-CHI
"TARR, BLACK JACK",STARSHINE II/BRANDY 
"TARR, BLACK JACK",DOCTOR DREDD
"TARR, BLACK JACK","RESTON, CLIVE"
"TARR, BLACK JACK","WU, LEIKO"
"TARR, BLACK JACK","ROM, SPACEKNIGHT"
"ROM, SPACEKNIGHT",SHANG-CHI
"ROM, SPACEKNIGHT",STARSHINE II/BRANDY 
"ROM, SPACEKNIGHT",DOCTOR DREDD
"ROM, SPACEKNIGHT","RESTON, CLIVE"
"ROM, SPACEKNIGHT","WU, LEIKO"
"WU, LEIKO",SHANG-CHI
"WU, LEIKO",STARSHINE II/BRANDY 
"WU, LEIKO",DOCTOR DREDD
"WU, LEIKO","RESTON, CLIVE"
"RESTON, CLIVE",SHANG-CHI
"RESTON, CLIVE",STARSHINE II/BRANDY 
"RESTON, CLIVE",DOCTOR DREDD
DOCTOR DREDD,SHANG-CHI
DOCTOR DREDD,STARSHINE II/BRANDY 
STARSHINE II/BRANDY ,SHANG-CHI
MYSTIQUE/RAVEN DARKH,BLOB/FRED J. DUKES
MYSTIQUE/RAVEN DARKH,TORPEDO III/BROCK JO
MYSTIQUE/RAVEN DARKH,PYRO/ALLERDYCE JOHNN
MYSTIQUE/RAVEN DARKH,AVALANCHE/DOMINIC PE
MYSTIQUE/RAVEN DARKH,ROGUE /
MYSTIQUE/RAVEN DARKH,DESTINY II/IRENE ADL
MYSTIQUE/RAVEN DARKH,"ROM, SPACEKNIGHT"
MYSTIQUE/RAVEN DARKH,HYBRID/JAMES JIMMY M
HYBRID/JAMES JIMMY M,BLOB/FRED J. DUKES
HYBRID/JAMES JIMMY M,TORPEDO III/BROCK JO
HYBRID/JAMES JIMMY M,PYRO/ALLERDYCE JOHNN
HYBRID/JAMES JIMMY M,AVALANCHE/DOMINIC PE
HYBRID/JAMES JIMMY M,ROGUE /
HYBRID/JAMES JIMMY M,DESTINY II/IRENE ADL
HYBRID/JAMES JIMMY M,"ROM, SPACEKNIGHT"
"ROM, SPACEKNIGHT",BLOB/FRED J. DUKES
"ROM, SPACEKNIGHT",TORPEDO III/BROCK JO
"ROM, SPACEKNIGHT",PYRO/ALLERDYCE JOHNN
"ROM, SPACEKNIGHT",AVALANCHE/DOMINIC PE
"ROM, SPACEKNIGHT",ROGUE /
"ROM, SPACEKNIGHT",DESTINY II/IRENE ADL
DESTINY II/IRENE ADL,BLOB/FRED J. DUKES
DESTINY II/IRENE ADL,TORPEDO III/BROCK JO
DESTINY II/IRENE ADL,PYRO/ALLERDYCE JOHNN
DESTINY II/IRENE ADL,AVALANCHE/DOMINIC PE
DESTINY II/IRENE ADL,ROGUE /
ROGUE /,BLOB/FRED J. DUKES
ROGUE /,TORPEDO III/BROCK JO
ROGUE /,PYRO/ALLERDYCE JOHNN
ROGUE /,AVALANCHE/DOMINIC PE
AVALANCHE/DOMINIC PE,BLOB/FRED J. DUKES
AVALANCHE/DOMINIC PE,TORPEDO III/BROCK JO
AVALANCHE/DOMINIC PE,PYRO/ALLERDYCE JOHNN
PYRO/ALLERDYCE JOHNN,BLOB/FRED J. DUKES
PYRO/ALLERDYCE JOHNN,TORPEDO III/BROCK JO
TORPEDO III/BROCK JO,BLOB/FRED J. DUKES
"CLARK, SARAH",TORPEDO III/BROCK JO
"CLARK, SARAH","KILLBURN, MACK"
"CLARK, SARAH",STARSHINE II/BRANDY 
"CLARK, SARAH","JONES, TAMMY ANNE"
"CLARK, SARAH","JACKSON, STEVE"
"CLARK, SARAH","JONES, LORRAINE LORR"
"CLARK, SARAH","JONES, NELL"
"CLARK, SARAH","ROM, SPACEKNIGHT"
"CLARK, SARAH","JONES, DANIEL DANNY"
"CLARK, SARAH","CLARK, JOHN"
"CLARK, SARAH",HYBRID/JAMES JIMMY M
HYBRID/JAMES JIMMY M,TORPEDO III/BROCK JO
HYBRID/JAMES JIMMY M,"KILLBURN, MACK"
HYBRID/JAMES JIMMY M,STARSHINE II/BRANDY 
HYBRID/JAMES JIMMY M,"JONES, TAMMY ANNE"
HYBRID/JAMES JIMMY M,"JACKSON, STEVE"
HYBRID/JAMES JIMMY M,"JONES, LORRAINE LORR"
HYBRID/JAMES JIMMY M,"JONES, NELL"
HYBRID/JAMES JIMMY M,"ROM, SPACEKNIGHT"
HYBRID/JAMES JIMMY M,"JONES, DANIEL DANNY"
HYBRID/JAMES JIMMY M,"CLARK, JOHN"
"CLARK, JOHN",TORPEDO III/BROCK JO
"CLARK, JOHN","KILLBURN, MACK"
"CLARK, JOHN",STARSHINE II/BRANDY 
"CLARK, JOHN","JONES, TAMMY ANNE"
"CLARK, JOHN","JACKSON, STEVE"
"CLARK, JOHN","JONES, LORRAINE LORR"
"CLARK, JOHN","JONES, NELL"
"CLARK, JOHN","ROM, SPACEKNIGHT"
"CLARK, JOHN","JONES, DANIEL DANNY"
"JONES, DANIEL DANNY",TORPEDO III/BROCK JO
"JONES, DANIEL DANNY","KILLBURN, MACK"
"JONES, DANIEL DANNY",STARSHINE II/BRANDY 
"JONES, DANIEL DANNY","JONES, TAMMY ANNE"
"JONES, DANIEL DANNY","JACKSON, STEVE"
"JONES, DANIEL DANNY","JONES, LORRAINE LORR"
"JONES, DANIEL DANNY","JONES, NELL"
"JONES, DANIEL DANNY","ROM, SPACEKNIGHT"
"ROM, SPACEKNIGHT",TORPEDO III/BROCK JO
"ROM, SPACEKNIGHT","KILLBURN, MACK"
"ROM, SPACEKNIGHT",STARSHINE II/BRANDY 
"ROM, SPACEKNIGHT","JONES, TAMMY ANNE"
"ROM, SPACEKNIGHT","JACKSON, STEVE"
"ROM, SPACEKNIGHT","JONES, LORRAINE LORR"
"ROM, SPACEKNIGHT","JONES, NELL"
"JONES, NELL",TORPEDO III/BROCK JO
"JONES, NELL","KILLBURN, MACK"
"JONES, NELL",STARSHINE II/BRANDY 
"JONES, NELL","JONES, TAMMY ANNE"
"JONES, NELL","JACKSON, STEVE"
"JONES, NELL","JONES, LORRAINE LORR"
"JONES, LORRAINE LORR",TORPEDO III/BROCK JO
"JONES, LORRAINE LORR","KILLBURN, MACK"
"JONES, LORRAINE LORR",STARSHINE II/BRANDY 
"JONES, LORRAINE LORR","JONES, TAMMY ANNE"
"JONES, LORRAINE LORR","JACKSON, STEVE"
"JACKSON, STEVE",TORPEDO III/BROCK JO
"JACKSON, STEVE","KILLBURN, MACK"
"JACKSON, STEVE",STARSHINE II/BRANDY 
"JACKSON, STEVE","JONES, TAMMY ANNE"
"JONES, TAMMY ANNE",TORPEDO III/BROCK JO
"JONES, TAMMY ANNE","KILLBURN, MACK"
"JONES, TAMMY ANNE",STARSHINE II/BRANDY 
STARSHINE II/BRANDY ,TORPEDO III/BROCK JO
STARSHINE II/BRANDY ,"KILLBURN, MACK"
"KILLBURN, MACK",TORPEDO III/BROCK JO
STARSHINE II/BRANDY ,TORPEDO III/BROCK JO
STARSHINE II/BRANDY ,"KILLBURN, MACK"
STARSHINE II/BRANDY ,"ROM, SPACEKNIGHT"
STARSHINE II/BRANDY ,"JONES, LORRAINE LORR"
STARSHINE II/BRANDY ,"JONES, DANIEL DANNY"
STARSHINE II/BRANDY ,"JONES, TAMMY ANNE"
STARSHINE II/BRANDY ,"JONES, NELL"
STARSHINE II/BRANDY ,"JACKSON, STEVE"
"JACKSON, STEVE",TORPEDO III/BROCK JO
"JACKSON, STEVE","KILLBURN, MACK"
"JACKSON, STEVE","ROM, SPACEKNIGHT"
"JACKSON, STEVE","JONES, LORRAINE LORR"
"JACKSON, STEVE","JONES, DANIEL DANNY"
"JACKSON, STEVE","JONES, TAMMY ANNE"
"JACKSON, STEVE","JONES, NELL"
"JONES, NELL",TORPEDO III/BROCK JO
"JONES, NELL","KILLBURN, MACK"
"JONES, NELL","ROM, SPACEKNIGHT"
"JONES, NELL","JONES, LORRAINE LORR"
"JONES, NELL","JONES, DANIEL DANNY"
"JONES, NELL","JONES, TAMMY ANNE"
"JONES, TAMMY ANNE",TORPEDO III/BROCK JO
"JONES, TAMMY ANNE","KILLBURN, MACK"
"JONES, TAMMY ANNE","ROM, SPACEKNIGHT"
"JONES, TAMMY ANNE","JONES, LORRAINE LORR"
"JONES, TAMMY ANNE","JONES, DANIEL DANNY"
"JONES, DANIEL DANNY",TORPEDO III/BROCK JO
"JONES, DANIEL DANNY","KILLBURN, MACK"
"JONES, DANIEL DANNY","ROM, SPACEKNIGHT"
"JONES, DANIEL DANNY","JONES, LORRAINE LORR"
"JONES, LORRAINE LORR",TORPEDO III/BROCK JO
"JONES, LORRAINE LORR","KILLBURN, MACK"
"JONES, LORRAINE LORR","ROM, SPACEKNIGHT"
"ROM, SPACEKNIGHT",TORPEDO III/BROCK JO
"ROM, SPACEKNIGHT","KILLBURN, MACK"
"KILLBURN, MACK",TORPEDO III/BROCK JO
TORPEDO III/BROCK JO,"ROM, SPACEKNIGHT"
TORPEDO III/BROCK JO,"KILLBURN, MACK"
TORPEDO III/BROCK JO,"JONES, TAMMY ANNE"
TORPEDO III/BROCK JO,"JACKSON, STEVE"
TORPEDO III/BROCK JO,STARSHINE II/BRANDY 
TORPEDO III/BROCK JO,"JONES, DANIEL DANNY"
TORPEDO III/BROCK JO,ROGUE /
TORPEDO III/BROCK JO,DESTINY II/IRENE ADL
TORPEDO III/BROCK JO,HYBRID/JAMES JIMMY M
TORPEDO III/BROCK JO,MYSTIQUE/RAVEN DARKH
TORPEDO III/BROCK JO,"JONES, LORRAINE LORR"
"JONES, LORRAINE LORR","ROM, SPACEKNIGHT"
"JONES, LORRAINE LORR","KILLBURN, MACK"
"JONES, LORRAINE LORR","JONES, TAMMY ANNE"
"JONES, LORRAINE LORR","JACKSON, STEVE"
"JONES, LORRAINE LORR",STARSHINE II/BRANDY 
"JONES, LORRAINE LORR","JONES, DANIEL DANNY"
"JONES, LORRAINE LORR",ROGUE /
"JONES, LORRAINE LORR",DESTINY II/IRENE ADL
"JONES, LORRAINE LORR",HYBRID/JAMES JIMMY M
"JONES, LORRAINE LORR",MYSTIQUE/RAVEN DARKH
MYSTIQUE/RAVEN DARKH,"ROM, SPACEKNIGHT"
MYSTIQUE/RAVEN DARKH,"KILLBURN, MACK"
MYSTIQUE/RAVEN DARKH,"JONES, TAMMY ANNE"
MYSTIQUE/RAVEN DARKH,"JACKSON, STEVE"
MYSTIQUE/RAVEN DARKH,STARSHINE II/BRANDY 
MYSTIQUE/RAVEN DARKH,"JONES, DANIEL DANNY"
MYSTIQUE/RAVEN DARKH,ROGUE /
MYSTIQUE/RAVEN DARKH,DESTINY II/IRENE ADL
MYSTIQUE/RAVEN DARKH,HYBRID/JAMES JIMMY M
HYBRID/JAMES JIMMY M,"ROM, SPACEKNIGHT"
HYBRID/JAMES JIMMY M,"KILLBURN, MACK"
HYBRID/JAMES JIMMY M,"JONES, TAMMY ANNE"
HYBRID/JAMES JIMMY M,"JACKSON, STEVE"
HYBRID/JAMES JIMMY M,STARSHINE II/BRANDY 
HYBRID/JAMES JIMMY M,"JONES, DANIEL DANNY"
HYBRID/JAMES JIMMY M,ROGUE /
HYBRID/JAMES JIMMY M,DESTINY II/IRENE ADL
DESTINY II/IRENE ADL,"ROM, SPACEKNIGHT"
DESTINY II/IRENE ADL,"KILLBURN, MACK"
DESTINY II/IRENE ADL,"JONES, TAMMY ANNE"
DESTINY II/IRENE ADL,"JACKSON, STEVE"
DESTINY II/IRENE ADL,STARSHINE II/BRANDY 
DESTINY II/IRENE ADL,"JONES, DANIEL DANNY"
DESTINY II/IRENE ADL,ROGUE /
ROGUE /,"ROM, SPACEKNIGHT"
ROGUE /,"KILLBURN, MACK"
ROGUE /,"JONES, TAMMY ANNE"
ROGUE /,"JACKSON, STEVE"
ROGUE /,STARSHINE II/BRANDY 
ROGUE /,"JONES, DANIEL DANNY"
"JONES, DANIEL DANNY","ROM, SPACEKNIGHT"
"JONES, DANIEL DANNY","KILLBURN, MACK"
"JONES, DANIEL DANNY","JONES, TAMMY ANNE"
"JONES, DANIEL DANNY","JACKSON, STEVE"
"JONES, DANIEL DANNY",STARSHINE II/BRANDY 
STARSHINE II/BRANDY ,"ROM, SPACEKNIGHT"
STARSHINE II/BRANDY ,"KILLBURN, MACK"
STARSHINE II/BRANDY ,"JONES, TAMMY ANNE"
STARSHINE II/BRANDY ,"JACKSON, STEVE"
"JACKSON, STEVE","ROM, SPACEKNIGHT"
"JACKSON, STEVE","KILLBURN, MACK"
"JACKSON, STEVE","JONES, TAMMY ANNE"
"JONES, TAMMY ANNE","ROM, SPACEKNIGHT"
"JONES, TAMMY ANNE","KILLBURN, MACK"
"KILLBURN, MACK","ROM, SPACEKNIGHT"
"ROM, SPACEKNIGHT",SUB-MARINER/NAMOR MA
"ROM, SPACEKNIGHT",VASHTI
VASHTI,SUB-MARINER/NAMOR MA
VASHTI,SEAWEED MAN
VASHTI,"ROM, SPACEKNIGHT"
VASHTI,SUB-MARINER/NAMOR MA
SUB-MARINER/NAMOR MA,SEAWEED MAN
SUB-MARINER/NAMOR MA,"ROM, SPACEKNIGHT"
"ROM, SPACEKNIGHT",SEAWEED MAN
"ROM, SPACEKNIGHT","JACKSON, STEVE"
"ROM, SPACEKNIGHT","CLARK, JOHN"
"ROM, SPACEKNIGHT",STARSHINE II/BRANDY 
"ROM, SPACEKNIGHT",TORPEDO III/BROCK JO
"ROM, SPACEKNIGHT","CLARK, SARAH"
"CLARK, SARAH","JACKSON, STEVE"
"CLARK, SARAH","CLARK, JOHN"
"CLARK, SARAH",STARSHINE II/BRANDY 
"CLARK, SARAH",TORPEDO III/BROCK JO
TORPEDO III/BROCK JO,"JACKSON, STEVE"
TORPEDO III/BROCK JO,"CLARK, JOHN"
TORPEDO III/BROCK JO,STARSHINE II/BRANDY 
STARSHINE II/BRANDY ,"JACKSON, STEVE"
STARSHINE II/BRANDY ,"CLARK, JOHN"
"CLARK, JOHN","JACKSON, STEVE"
VASHTI,STARSHINE II/BRANDY 
VASHTI,SUB-MARINER/NAMOR MA
VASHTI,"ROM, SPACEKNIGHT"
"ROM, SPACEKNIGHT",STARSHINE II/BRANDY 
"ROM, SPACEKNIGHT",SUB-MARINER/NAMOR MA
SUB-MARINER/NAMOR MA,STARSHINE II/BRANDY 
"JONES, NELL","JONES, LORRAINE LORR"
"JONES, NELL",STARSHINE II/BRANDY 
"JONES, NELL","JONES, DANIEL DANNY"
"JONES, NELL",TORPEDO III/BROCK JO
"JONES, NELL","JONES, TAMMY ANNE"
"JONES, NELL","ROM, SPACEKNIGHT"
"ROM, SPACEKNIGHT","JONES, LORRAINE LORR"
"ROM, SPACEKNIGHT",STARSHINE II/BRANDY 
"ROM, SPACEKNIGHT","JONES, DANIEL DANNY"
"ROM, SPACEKNIGHT",TORPEDO III/BROCK JO
"ROM, SPACEKNIGHT","JONES, TAMMY ANNE"
"JONES, TAMMY ANNE","JONES, LORRAINE LORR"
"JONES, TAMMY ANNE",STARSHINE II/BRANDY 
"JONES, TAMMY ANNE","JONES, DANIEL DANNY"
"JONES, TAMMY ANNE",TORPEDO III/BROCK JO
TORPEDO III/BROCK JO,"JONES, LORRAINE LORR"
TORPEDO III/BROCK JO,STARSHINE II/BRANDY 
TORPEDO III/BROCK JO,"JONES, DANIEL DANNY"
"JONES, DANIEL DANNY","JONES, LORRAINE LORR"
"JONES, DANIEL DANNY",STARSHINE II/BRANDY 
STARSHINE II/BRANDY ,"JONES, LORRAINE LORR"
NOVA/RICHARD RIDER,FIRESTAR/ANGELICA JO
NOVA/RICHARD RIDER,THUNDERBALL/DR. ELIO
NOVA/RICHARD RIDER,NAMORITA/NITA PRENTI
NOVA/RICHARD RIDER,SPEEDBALL/ROBBIE BAL
NOVA/RICHARD RIDER,HULK/DR. ROBERT BRUC
NOVA/RICHARD RIDER,NIGHT THRASHER/DUANE
NOVA/RICHARD RIDER,SPIDER-MAN/PETER PAR
SPIDER-MAN/PETER PAR,FIRESTAR/ANGELICA JO
SPIDER-MAN/PETER PAR,THUNDERBALL/DR. ELIO
SPIDER-MAN/PETER PAR,NAMORITA/NITA PRENTI
SPIDER-MAN/PETER PAR,SPEEDBALL/ROBBIE BAL
SPIDER-MAN/PETER PAR,HULK/DR. ROBERT BRUC
SPIDER-MAN/PETER PAR,NIGHT THRASHER/DUANE
NIGHT THRASHER/DUANE,FIRESTAR/ANGELICA JO
NIGHT THRASHER/DUANE,THUNDERBALL/DR. ELIO
NIGHT THRASHER/DUANE,NAMORITA/NITA PRENTI
NIGHT THRASHER/DUANE,SPEEDBALL/ROBBIE BAL
NIGHT THRASHER/DUANE,HULK/DR. ROBERT BRUC
HULK/DR. ROBERT BRUC,FIRESTAR/ANGELICA JO
HULK/DR. ROBERT BRUC,THUNDERBALL/DR. ELIO
HULK/DR. ROBERT BRUC,NAMORITA/NITA PRENTI
HULK/DR. ROBERT BRUC,SPEEDBALL/ROBBIE BAL
SPEEDBALL/ROBBIE BAL,FIRESTAR/ANGELICA JO
SPEEDBALL/ROBBIE BAL,THUNDERBALL/DR. ELIO
SPEEDBALL/ROBBIE BAL,NAMORITA/NITA PRENTI
NAMORITA/NITA PRENTI,FIRESTAR/ANGELICA JO
NAMORITA/NITA PRENTI,THUNDERBALL/DR. ELIO
THUNDERBALL/DR. ELIO,FIRESTAR/ANGELICA JO
JUSTICE II/VANCE AST,SPEEDBALL/ROBBIE BAL
JUSTICE II/VANCE AST,NAMORITA/NITA PRENTI
JUSTICE II/VANCE AST,HULK/DR. ROBERT BRUC
JUSTICE II/VANCE AST,NIGHT THRASHER/DUANE
JUSTICE II/VANCE AST,NOVA/RICHARD RIDER
JUSTICE II/VANCE AST,FIRESTAR/ANGELICA JO
FIRESTAR/ANGELICA JO,SPEEDBALL/ROBBIE BAL
FIRESTAR/ANGELICA JO,NAMORITA/NITA PRENTI
FIRESTAR/ANGELICA JO,HULK/DR. ROBERT BRUC
FIRESTAR/ANGELICA JO,NIGHT THRASHER/DUANE
FIRESTAR/ANGELICA JO,NOVA/RICHARD RIDER
NOVA/RICHARD RIDER,SPEEDBALL/ROBBIE BAL
NOVA/RICHARD RIDER,NAMORITA/NITA PRENTI
NOVA/RICHARD RIDER,HULK/DR. ROBERT BRUC
NOVA/RICHARD RIDER,NIGHT THRASHER/DUANE
NIGHT THRASHER/DUANE,SPEEDBALL/ROBBIE BAL
NIGHT THRASHER/DUANE,NAMORITA/NITA PRENTI
NIGHT THRASHER/DUANE,HULK/DR. ROBERT BRUC
HULK/DR. ROBERT BRUC,SPEEDBALL/ROBBIE BAL
HULK/DR. ROBERT BRUC,NAMORITA/NITA PRENTI
NAMORITA/NITA PRENTI,SPEEDBALL/ROBBIE BAL
TIGRA/GREER NELSON,WASP/JANET VAN DYNE 
TIGRA/GREER NELSON,GALACTUS/GALAN
TIGRA/GREER NELSON,MOCKINGBIRD/DR. BARB
TIGRA/GREER NELSON,SILVER SURFER/NORRIN
TIGRA/GREER NELSON,HAWK
TIGRA/GREER NELSON,LORD CHAOS
TIGRA/GREER NELSON,SCARLET WITCH/WANDA 
TIGRA/GREER NELSON,IRON MAN/TONY STARK 
TIGRA/GREER NELSON,QUICKSILVER/PIETRO M
QUICKSILVER/PIETRO M,WASP/JANET VAN DYNE 
QUICKSILVER/PIETRO M,GALACTUS/GALAN
QUICKSILVER/PIETRO M,MOCKINGBIRD/DR. BARB
QUICKSILVER/PIETRO M,SILVER SURFER/NORRIN
QUICKSILVER/PIETRO M,HAWK
QUICKSILVER/PIETRO M,LORD CHAOS
QUICKSILVER/PIETRO M,SCARLET WITCH/WANDA 
QUICKSILVER/PIETRO M,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
IRON MAN/TONY STARK ,GALACTUS/GALAN
IRON MAN/TONY STARK ,MOCKINGBIRD/DR. BARB
IRON MAN/TONY STARK ,SILVER SURFER/NORRIN
IRON MAN/TONY STARK ,HAWK
IRON MAN/TONY STARK ,LORD CHAOS
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,WASP/JANET VAN DYNE 
SCARLET WITCH/WANDA ,GALACTUS/GALAN
SCARLET WITCH/WANDA ,MOCKINGBIRD/DR. BARB
SCARLET WITCH/WANDA ,SILVER SURFER/NORRIN
SCARLET WITCH/WANDA ,HAWK
SCARLET WITCH/WANDA ,LORD CHAOS
LORD CHAOS,WASP/JANET VAN DYNE 
LORD CHAOS,GALACTUS/GALAN
LORD CHAOS,MOCKINGBIRD/DR. BARB
LORD CHAOS,SILVER SURFER/NORRIN
LORD CHAOS,HAWK
HAWK,WASP/JANET VAN DYNE 
HAWK,GALACTUS/GALAN
HAWK,MOCKINGBIRD/DR. BARB
HAWK,SILVER SURFER/NORRIN
SILVER SURFER/NORRIN,WASP/JANET VAN DYNE 
SILVER SURFER/NORRIN,GALACTUS/GALAN
SILVER SURFER/NORRIN,MOCKINGBIRD/DR. BARB
MOCKINGBIRD/DR. BARB,WASP/JANET VAN DYNE 
MOCKINGBIRD/DR. BARB,GALACTUS/GALAN
GALACTUS/GALAN,WASP/JANET VAN DYNE 
UATU,CAPTAIN AMERICA
UATU,THUNDERSTRIKE/ERIC K
UATU,NOVA/RICHARD RIDER
UATU,GALACTUS/GALAN
UATU,WONDER MAN/SIMON WIL
UATU,DEATHLOK III/MICHAEL
UATU,OBLIVION
UATU,WOLVERINE/LOGAN 
UATU,SHE-HULK/JENNIFER WA
UATU,SILVER SURFER/NORRIN
UATU,VISION 
UATU,PSYLOCKE/ELISABETH B
